loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
309,5, Graduate, Yes,700000,1300000,16,362,2100000,1300000,2000000,1000000, Rejected
310,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000, Approved
311,1, Not Graduate, Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000, Approved
312,0, Graduate, Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000, Approved
313,4, Not Graduate, Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000, Rejected
314,0, Not Graduate, No,6000000,13100000,6,385,16600000,7600000,22000000,7400000, Rejected
315,4, Not Graduate, No,8300000,17900000,20,846,12700000,1300000,26800000,12200000, Approved
316,5, Graduate, No,7200000,17500000,4,380,2300000,400000,17500000,6200000, Rejected
317,2, Graduate, Yes,3500000,8100000,4,589,3800000,6700000,12500000,2700000, Approved
318,3, Not Graduate, Yes,2000000,6900000,6,834,2200000,2800000,6400000,3000000, Approved
319,3, Not Graduate, Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000, Approved
320,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000, Approved
321,5, Not Graduate, Yes,7700000,18900000,16,552,15600000,6100000,23900000,6600000, Approved
322,2, Not Graduate, Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000, Rejected
323,0, Graduate, No,9100000,22200000,6,419,7400000,600000,18200000,9800000, Rejected
324,2, Not Graduate, No,8900000,29200000,8,608,10800000,5200000,33500000,11700000, Approved
325,5, Not Graduate, No,6500000,13800000,10,342,15300000,2300000,14400000,7300000, Rejected
326,0, Not Graduate, No,5300000,20000000,6,881,15900000,3700000,19500000,4000000, Approved
327,3, Not Graduate, No,6900000,27400000,4,406,10200000,6500000,23900000,5300000, Approved
328,0, Graduate, Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000, Approved
329,3, Not Graduate, No,5400000,19400000,20,731,13800000,3200000,20000000,4300000, Approved
330,4, Not Graduate, No,4900000,11400000,8,470,12000000,7500000,14700000,4800000, Rejected
331,5, Graduate, Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000, Approved
332,0, Graduate, No,3000000,9600000,12,620,7900000,0,8600000,3600000, Approved
333,0, Not Graduate, Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000, Approved
334,4, Graduate, No,8000000,29100000,4,421,3100000,12000000,27000000,8800000, Approved
335,5, Graduate, No,2900000,6700000,14,796,3800000,3700000,9700000,4200000, Approved
336,3, Not Graduate, No,9500000,20400000,14,376,2300000,6600000,25900000,8400000, Rejected
337,5, Not Graduate, No,5600000,17600000,14,448,6700000,3500000,18900000,6800000, Rejected
338,3, Not Graduate, No,5900000,22400000,6,375,6500000,10500000,18100000,4800000, Rejected
339,4, Graduate, Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000, Approved
340,4, Not Graduate, No,2200000,8600000,20,373,4100000,1300000,5900000,1400000, Rejected
341,1, Graduate, No,6000000,20100000,6,476,13900000,10000000,15200000,5500000, Rejected
342,0, Not Graduate, No,200000,300000,6,472,400000,100000,700000,0, Rejected
343,4, Not Graduate, Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000, Approved
344,1, Graduate, No,6500000,23100000,20,741,11400000,8500000,25700000,7900000, Approved
345,4, Not Graduate, Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000, Approved
346,0, Not Graduate, Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000, Approved
347,3, Graduate, No,600000,1100000,8,538,500000,800000,1400000,300000, Rejected
348,2, Not Graduate, No,1000000,2500000,6,551,1700000,200000,3700000,900000, Approved
349,1, Not Graduate, Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000, Approved
350,1, Not Graduate, Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000, Rejected
351,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,2900000,600000, Approved
352,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000, Approved
353,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000, Approved
354,2, Graduate, Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000, Rejected
355,2, Not Graduate, Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000, Approved
356,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000, Approved
357,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000, Rejected
358,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,15200000,3900000, Approved
359,3, Not Graduate, Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000, Rejected
360,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,30400000,5700000, Rejected
361,5, Not Graduate, No,3900000,14000000,4,708,700000,1800000,15600000,5200000, Approved
362,4, Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000, Approved
363,2, Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000, Rejected
364,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000, Approved
365,0, Graduate, No,7100000,15900000,14,746,9500000,3900000,23500000,8000000, Approved
366,2, Graduate, No,3400000,12900000,14,857,3400000,2500000,8700000,1900000, Approved
367,2, Not Graduate, No,7700000,18300000,20,504,14600000,500000,18300000,4600000, Rejected
368,2, Graduate, Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000, Rejected
369,2, Graduate, Yes,900000,2500000,16,458,-100000,100000,3200000,1100000, Rejected
370,4, Graduate, No,2000000,7500000,14,857,4300000,1500000,4200000,2100000, Approved
371,2, Graduate, Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000, Rejected
372,5, Graduate, Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000, Rejected
373,3, Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000, Approved
374,0, Not Graduate, No,3000000,7000000,12,409,6400000,4900000,8000000,3500000, Rejected
375,1, Graduate, Yes,8100000,31700000,10,755,0,12700000,30100000,4700000, Approved
376,1, Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000, Rejected
377,4, Graduate, No,600000,1600000,20,869,1400000,1000000,1700000,200000, Approved
378,3, Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000, Approved
379,3, Graduate, No,3500000,10300000,16,324,2400000,900000,12600000,2400000, Rejected
380,0, Not Graduate, No,7900000,31500000,14,849,19400000,10300000,26600000,10600000, Approved
381,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000, Approved
382,2, Not Graduate, No,8700000,22700000,4,365,8200000,14800000,30200000,7200000, Rejected
383,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000, Approved
384,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000, Rejected
385,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000, Approved
386,5, Not Graduate, No,3100000,10800000,10,681,5100000,1700000,7400000,1500000, Approved
387,2, Graduate, No,4300000,9400000,2,485,11000000,8100000,11000000,2200000, Rejected
388,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000, Approved
389,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000, Approved
390,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000, Approved
391,3, Not Graduate, No,5800000,20100000,18,791,1400000,10800000,16300000,5600000, Approved
392,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000, Approved
393,0, Graduate, No,5000000,14400000,2,761,-100000,7300000,12600000,4500000, Approved
394,4, Graduate, No,2200000,8600000,6,601,2700000,2900000,6700000,3300000, Approved
395,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000, Approved
396,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000, Approved
397,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000, Rejected
398,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000, Rejected
399,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000, Rejected
400,2, Graduate, Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000, Approved
401,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000, Rejected
402,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000, Rejected
403,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000, Approved
404,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000, Rejected
405,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000, Approved
406,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000, Rejected
407,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000, Approved
408,1, Not Graduate, No,2600000,8500000,2,491,1700000,1800000,5300000,2600000, Approved
409,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000, Approved
410,5, Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000, Rejected
411,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0, Approved
412,3, Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000, Rejected
413,0, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000, Approved
414,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000, Rejected
415,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000, Approved
416,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000, Approved
417,1, Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000, Approved
418,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000, Rejected
419,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000, Approved
420,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000, Approved
421,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000, Approved
422,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000, Rejected
423,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000, Approved
424,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000, Rejected
425,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000, Approved
426,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000, Approved
427,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000, Rejected
428,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000, Approved
429,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000, Rejected
430,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000, Rejected
431,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000, Approved
432,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000, Approved
433,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000, Rejected
434,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000, Rejected
435,4, Graduate, No,6200000,17300000,6,837,12600000,3700000,24700000,4600000, Approved
436,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000, Approved
437,5, Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000, Rejected
438,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,34100000,7700000, Approved
439,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,11800000,5400000, Approved
440,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,14000000,5700000, Rejected
441,1, Not Graduate, Yes,3900000,7800000,14,349,11200000,500000,11800000,3600000, Rejected
442,2, Graduate, No,2500000,8200000,10,429,1500000,4100000,5900000,2200000, Rejected
443,4, Graduate, No,500000,1300000,8,471,500000,300000,1500000,700000, Rejected
444,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved
445,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000, Approved
446,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000, Approved
447,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000, Approved
448,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000, Rejected
449,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000, Rejected
450,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000, Rejected
451,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000, Rejected
452,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000, Approved
453,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000, Rejected
454,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000, Rejected
455,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000, Rejected
456,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000, Approved
457,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,3300000,800000, Rejected
458,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000, Approved
459,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,26200000,6100000, Approved
460,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000, Approved
461,4, Graduate, Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000, Approved
462,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000, Rejected
463,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000, Approved
464,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000, Approved
465,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,8900000,2700000, Approved
466,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000, Rejected
467,0, Not Graduate, Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000, Approved
468,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved
469,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000, Approved
470,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000, Rejected
471,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000, Rejected
472,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000, Rejected
473,4, Not Graduate, Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000, Rejected
474,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000, Approved
475,2, Graduate, No,7900000,18500000,18,727,20200000,12400000,19600000,7100000, Approved
476,5, Not Graduate, Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000, Rejected
477,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000, Approved
478,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,9000000,1600000, Rejected
479,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,31000000,7900000, Rejected
480,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,17000000,4500000, Rejected
481,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000, Approved
482,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,1700000,300000, Approved
483,0, Not Graduate, Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000, Rejected
484,0, Not Graduate, Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000, Rejected
485,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000, Approved
486,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000, Approved
487,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,14100000,3900000, Approved
488,4, Not Graduate, No,500000,1800000,20,777,900000,300000,1300000,200000, Approved
489,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000, Approved
490,2, Not Graduate, Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000, Rejected
491,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000, Approved
492,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000, Approved
493,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,17200000,12000000, Rejected
494,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000, Approved
495,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,9200000,3100000, Approved
496,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,20400000,4800000, Rejected
497,4, Graduate, No,4800000,14000000,2,695,11300000,1700000,15400000,4600000, Approved
498,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000, Rejected
499,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,2500000,500000, Rejected
500,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,2900000,400000, Approved
501,1, Graduate, Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000, Approved
502,2, Graduate, No,7600000,28300000,12,800,19700000,14800000,15600000,7800000, Approved
503,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,9600000,2000000, Approved
504,4, Not Graduate, No,2400000,5000000,4,716,1500000,2800000,6900000,1400000, Approved
